ID	DOCULECT	CONCEPT	FORM	TOKENS	ATTESTED	ANCESTOR	RELATION	PROCESS	COGID	ROOT	STEM	ALIGNMENT	WORD_CLASS	INFLECTION_CLASS	CASE	GENDER	QUESTIONMARK	SQUAREBRACKET	UNSURE	NOTES
816	Vedic	(Leder)schlauch, Lederflasche, Sack, Balg	bhastrā	bʱ ɐ s t ɾ aː	1	815	inflection	n.sg.	133	bʰes-	0	bʱ ɐ s t ɾ aː -	substantive		n.sg.	feminine				
817	Indo-European	wach werden, aufmerksam werden	bʰeu̯dʰ-	bʱ ɛu̯ dʱ	0				0	bʰeu̯dʰ-	1		root							
818	Indo-European	?	bʰudʰ-	bʱ u dʱ	0	817	derivation	zero-grade	0	bʰeu̯dʰ-	1		substantive			feminine				
819	Indo-European	?	bʰudʰs	bʱ u dʱ s	0	818	inflection	n.sg.	134	bʰeu̯dʰ-	0	bʱ u dʱ s	substantive		n.sg.	feminine				
820	Vedic	Erwachen	búdh-	b ˈu dʱ	0	818	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			feminine				
821	Vedic	Erwachen	bút	b ˈu t	1	820	inflection	n.sg.	134	bʰeu̯dʰ-	0	b ˈu t -	substantive		n.sg.	feminine				
822	Vedic	früh erwachend	uṣar-búdh-	u ʂ ɐ ɾ b ˈu dʱ	0	820	compound	compound2 with 0 u ʂ ɐ ɾ	0	bʰeu̯dʰ-	1		adjective							
823	Vedic	früh erwachend	uṣar-bút	u ʂ ɐ ɾ b ˈu t	1	822	inflection	n.sg.masculine	0	bʰeu̯dʰ-	0	u ʂ ɐ ɾ b ˈu t	adjective		n.sg.	masculine				
824	Indo-European	?	bʰudʰ-o-	bʱ u dʱ ɔ	0	817	derivation	zero-grade, suffix: ɔ	0	bʰeu̯dʰ-	1		adjective							
825	Indo-European	?	bʰudʰos	bʱ u dʱ ɔ s	0	824	inflection	n.sg.masculine	135	bʰeu̯dʰ-	0	bʱ u dʱ ɔ s	adjective		n.sg.	masculine				
826	Indo-European	?	bʰudʰom	bʱ u dʱ ɔ m	0	824	inflection	n.sg.neuter	136	bʰeu̯dʰ-	0	bʱ u dʱ ɔ m	adjective		n.sg.	neuter				
827	Vedic	klug, weise	budha-	b u dʱ ɐ	0	824	inheritance	inheritance	0	bʰeu̯dʰ-	1		adjective							
828	Vedic	klug, weise	budhaḥ	b u dʱ ɐ h	1	827	inflection	n.sg.masculine	135	bʰeu̯dʰ-	0	b u dʱ ɐ h	adjective		n.sg.	masculine				
829	Old High German	?	-bot-	b o t	0	824	inheritance	inheritance	0	bʰeu̯dʰ-	1		adjective							
830	Old High German	?	-bot	b o t	0	829	inflection	n.sg.masculine	136	bʰeu̯dʰ-	0	b o t - -	adjective		n.sg.	masculine				
831	Old High German	Verbot	fir-bot-	f i r b o t	0	829	prefixation	prefix: f i r	0	bʰeu̯dʰ-	1		substantive			neuter				
832	Old High German	Verbot	fir-bot	f i r b o t	1	831	inflection	n.sg.	0	bʰeu̯dʰ-	0	f i r b o t	substantive		n.sg.	neuter				
833	Indo-European	?	bʰudʰ-i̯o-	bʱ u dʱ j ɔ	0	817	derivation	zero-grade, suffix: j ɔ	0	bʰeu̯dʰ-	1						?		?	
834	Indo-European	?	bʰudʰi̯os	bʱ u dʱ j ɔ s	0	833	inflection	n.sg.	137	bʰeu̯dʰ-	0	bʱ u dʱ j ɔ s			n.sg.		?		?	
835	Vedic	?	-budhyá-	b u dʱ j ˈɐ	0	833	inheritance	inheritance	0	bʰeu̯dʰ-	1									
836	Vedic	?	-budhyáḥ	b u dʱ j ˈɐ h	0	835	inflection	n.sg.	137	bʰeu̯dʰ-	0	b u dʱ j ˈɐ h			n.sg.					
837	Vedic	nicht zu wecken	a-budhyá-	ɐ b u dʱ j ˈɐ	0	835	prefixation	prefix: ɐ	0	bʰeu̯dʰ-	1		adjective							
838	Vedic	nicht zu wecken	a-budhyáḥ	ɐ b u dʱ j ˈɐ h	1	837	inflection	n.sg.masculine	0	bʰeu̯dʰ-	0	ɐ b u dʱ j ˈɐ h	adjective		n.sg.	masculine				
839	Indo-European	?	bʰeu̯dʰ-en-	bʱ ɛu̯ dʱ ɛ n	0	817	suffixation	suffix: ɛ n	0	bʰeu̯dʰ-	1		substantive			masculine				
840	Indo-European	?	bʰeu̯dʰēn	bʱ ɛu̯ dʱ ɛː n	0	839	inflection	n.sg.	138	bʰeu̯dʰ-	0	bʱ ɛu̯ dʱ ɛː n	substantive		n.sg.	masculine				
841	Greek	Späher	πευθήν-	p ɛu̯ θ ˈɛː n	0	839	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			masculine				
842	Greek	Späher	πευθήν	p ɛu̯ θ ˈɛː n	1	841	inflection	n.sg.	138	bʰeu̯dʰ-	0	p ɛu̯ θ ˈɛː n	substantive		n.sg.	masculine				
843	Indo-European	?	bʰeu̯dʰ-tel-	bʱ ɛu̯ dʱ t ɛ l	0	817	suffixation	suffix: t ɛ l	0	bʰeu̯dʰ-	1		substantive			masculine				
844	Indo-European	?	bʰeu̯dʰtēl	bʱ ɛu̯ dʱ t ɛː l	0	843	inflection	n.sg.	139	bʰeu̯dʰ-	0	bʱ ɛu̯ dʱ t ɛː l	substantive		n.sg.	masculine				
845	Vedic	Lerner, Kenner	boddhar-	b ɔː d dʱ ɐ ɾ	0	843	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			masculine				
846	Vedic	Lerner, Kenner	boddhā	b ɔː d dʱ aː	1	845	inflection	n.sg.	139	bʰeu̯dʰ-	0	b ɔː d dʱ aː -	substantive		n.sg.	masculine				
847	Indo-European	?	bʰeu̯dʰ-oi̯-	bʱ ɛu̯ dʱ ɔi̯	0	817	suffixation	suffix: ɔi̯	0	bʰeu̯dʰ-	1		substantive			feminine				
848	Indo-European	?	bʰeu̯dʰoi̯	bʱ ɛu̯ dʱ ɔi̯	0	847	inflection	n.sg.	140	bʰeu̯dʰ-	0	bʱ ɛu̯ dʱ ɔi̯	substantive		n.sg.	feminine				
849	Greek	Kunde	πευθόι-	p ɛu̯ θ ˈɔi̯	0	847	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			feminine				
850	Greek	Kunde	πευθώ	p ɛu̯ θ ˈɔː	1	849	inflection	n.sg.	140	bʰeu̯dʰ-	0	p ɛu̯ θ ˈɔː	substantive		n.sg.	feminine				
851	Indo-European	?	bʰou̯dʰ-i-	bʱ ɔu̯ dʱ i	0	817	derivation	o-grade, suffix: i	0	bʰeu̯dʰ-	1		substantive			feminine				
852	Indo-European	?	bʰou̯dʰis	bʱ ɔu̯ dʱ i s	0	851	inflection	n.sg.	141	bʰeu̯dʰ-	0	bʱ ɔu̯ dʱ i s	substantive		n.sg.	feminine				
853	Old Indic	vollkommene Erkenntnis	bodhi-	b ɔː dʱ i	0	851	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			feminine				
854	Old Indic	vollkommene Erkenntnis	bodhiḥ	b ɔː dʱ i h	1	853	inflection	n.sg.	141	bʰeu̯dʰ-	0	b ɔː dʱ i h	substantive		n.sg.	feminine				
855	Indo-European	?	bʰudʰ-ti-	bʱ u dʱ t i	0	817	derivation	zero-grade, suffix: t i	0	bʰeu̯dʰ-	1		substantive			feminine				
856	Indo-European	?	bʰudʰtis	bʱ u dʱ t i s	0	855	inflection	n.sg.	142	bʰeu̯dʰ-	0	bʱ u dʱ t i s	substantive		n.sg.	feminine				
857	Vedic	Einsicht	buddhi-	b u d dʱ i	0	855	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			feminine				
858	Vedic	Einsicht	buddhiḥ	b u d dʱ i h	1	857	inflection	n.sg.	142	bʰeu̯dʰ-	0	b u d dʱ i h	substantive		n.sg.	feminine				
859	Greek	Nachforschung	πύστι-	p ˈʏ s t ɪ	0	855	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			feminine		[	[	
860	Greek	Nachforschung	πύστις	p ˈʏ s t ɪ s	1	859	inflection	n.sg.	142	bʰeu̯dʰ-	0	p ˈʏ s t ɪ s	substantive		n.sg.	feminine		[	[	
861	Indo-European	?	bʰeu̯dʰ-tu-	bʱ ɛu̯ dʱ t u	0	817	suffixation	suffix: t u	0	bʰeu̯dʰ-	1		substantive							
862	Indo-European	?	bʰeu̯dʰtum	bʱ ɛu̯ dʱ t u m	0	861	inflection	n.sg.	150	bʰeu̯dʰ-	0	bʱ ɛu̯ dʱ t u m	substantive		n.sg.	neuter				
863	Vedic	wachsen	buddh-	b u d dʱ	0				0	bʰeu̯dʰ-	1		verb							
864	Vedic	wachsen	boddhum	b ɔː d dʱ u m	1	953	inflection	infinitive	0	bʰeu̯dʰ-	0	b ɔː d dʱ u m	infinitive		n.sg.	neuter				
865	Indo-European	?	(-)bʰeu̯dʰ-es-	bʱ ɛu̯ dʱ ɛ s	0	817	suffixation	suffix: ɛ s	0	bʰeu̯dʰ-	1									
866	Indo-European	?	bʰeu̯dʰēs	bʱ ɛu̯ dʱ ɛː s	0	865	inflection	n.sg.	143	bʰeu̯dʰ-	0	bʱ ɛu̯ dʱ ɛː s			n.sg.	masculine				
867	Greek	?	-πευθέσ-	p ɛu̯ θ ˈɛ s	0	865	inheritance	inheritance	0	bʰeu̯dʰ-	1									
868	Greek	?	πευθής	p ɛu̯ θ ˈɛː s	0	867	inflection	n.sg.	143	bʰeu̯dʰ-	0	p ɛu̯ θ ˈɛː s			n.sg.	masculine				
869	Greek	unkundig, unbekannt	ἀ-πευθέσ-	a p ɛu̯ θ ˈɛ s	0	867	prefixation	prefix: a	0	bʰeu̯dʰ-	1		adjective							
870	Greek	unkundig, unbekannt	ἀπευθής	a p ɛu̯ θ ˈɛː s	1	869	inflection	n.sg.masculine	0	bʰeu̯dʰ-	0	a p ɛu̯ θ ˈɛː s	adjective		n.sg.	masculine				
871	Indo-European	?	bʰeu̯dʰ-o-	bʱ ɛu̯ dʱ ɔ	0	817	suffixation	suffix: ɔ	0	bʰeu̯dʰ-	1		substantive			masculine				
872	Indo-European	?	bʰeu̯dʰos	bʱ ɛu̯ dʱ ɔ s	0	871	inflection	n.sg.	144	bʰeu̯dʰ-	0	bʱ ɛu̯ dʱ ɔ s	substantive		n.sg.	masculine				
873	Germanic	?	beud-a-	β ɛu̯ ð a	0	871	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			masculine				
874	Germanic	?	beudaz	β ɛu̯ ð a z	0	873	inflection	n.sg.	144	bʰeu̯dʰ-	0	β ɛu̯ ð a z	substantive		n.sg.	masculine				
875	Indo-European	?	bʰou̯dʰ-o-	bʱ ɔu̯ dʱ ɔ	0	817	derivation	o-grade, suffix: ɔ	0	bʰeu̯dʰ-	1		substantive			masculine				
876	Indo-European	?	bʰou̯dʰos	bʱ ɔu̯ dʱ ɔ s	0	875	inflection	n.sg.	145	bʰeu̯dʰ-	0	bʱ ɔu̯ dʱ ɔ s	substantive		n.sg.	masculine				
877	Vedic	Wachen, Wachwerden	bodhá-	b ɔː dʱ ˈɐ	0	875	inheritance	inheritance	0	bʰeu̯dʰ-	1		substantive			masculine				
878	Vedic	Wachen, Wachwerden	bodháḥ	b ɔː dʱ ˈɐ h	1	877	inflection	n.sg.	145	bʰeu̯dʰ-	0	b ɔː dʱ ˈɐ h	substantive		n.sg.	masculine				
879	Indo-European	?	bʰudʰ-tó-	bʱ u dʱ t ˈɔ	0	817	derivation	zero-grade, suffix: t ˈɔ	0	bʰeu̯dʰ-	1									
880	Indo-European	?	bʰudʰtós	bʱ u dʱ t ˈɔ s	0	879	inflection	n.sg.	146	bʰeu̯dʰ-	0	bʱ u dʱ t ˈɔ s			n.sg.	masculine				
881	Vedic	?	-buddha-	b u d dʱ ɐ	0	879	inheritance	inheritance	0	bʰeu̯dʰ-	1									
882	Vedic	?	-buddhaḥ	b u d dʱ ɐ h	0	881	inflection	n.sg.	146	bʰeu̯dʰ-	0	b u d dʱ ɐ h			n.sg.	masculine				
883	Vedic	wahrgenommen, erkannt	práti-buddha-	p ɾ ˈɐ t i b u d dʱ ɐ	0	881	prefixation	prefix: p ɾ ˈɐ t i	0	bʰeu̯dʰ-	1		adjective							
884	Vedic	wahrgenommen, erkannt	práti-buddhaḥ	p ɾ ˈɐ t i b u d dʱ ɐ h	1	883	inflection	n.sg.masculine	0	bʰeu̯dʰ-	0	p ɾ ˈɐ t i b u d dʱ ɐ h	adjective		n.sg.	masculine				
885	Greek	?	-πυστο-	p ʏ s t ɔ	0	879	inheritance	inheritance	0	bʰeu̯dʰ-	1							[	[	
886	Greek	?	πυστος	p ʏ s t ɔ s	0	885	inflection	n.sg.	146	bʰeu̯dʰ-	0	p ʏ s t ɔ s			n.sg.			[	[	
887	Greek	unbekannt, unkundig	ἄ-πυστο-	ˈa p ʏ s t ɔ	0	885	prefixation	prefix: ˈa	0	bʰeu̯dʰ-	1		adjective					[	[	
888	Greek	unbekannt, unkundig	ἄπυστος	ˈa p ʏ s t ɔ s	1	887	inflection	n.sg.	0	bʰeu̯dʰ-	0	ˈa p ʏ s t ɔ s	adjective		n.sg.	masculine		[	[	
889	Indo-European	?	-bʰs-u-mi	bʱ s u m i	0	908	inflection	1.sg.	147	bʰes-	0	bʱ s u m i	verb							
890	Greek	?	ψύμι	ps ˈʏ m ɪ	0	891	inflection	1.sg.	147	bʰes-	0	ps - ˈʏ m ɪ	verb							
891	Greek	?	ψύ-	ps ˈʏ	0	908	inheritance	inheritance	0	bʰes-	1		verb							
892	Vedic	?	pári-br̩ḍha-	p ˈɐ ɾ i b r̩ ɖ̤ʱ ɐ	0	758	prefixation	prefix: p ˈɐ ɾ i	0	bʰerǵʰ	1		adjective							
893	Vedic	?	páribr̩ḍhaḥ	p ˈɐ ɾ i b r̩ ɖ̤ʱ ɐ h	1	892	inflection	n.sg.masculine	0	bʰerǵʰ	0	p ˈɐ ɾ i b r̩ ɖ̤ʱ ɐ h	adjective		n.sg.	masculine				
894	Greek	hervorragend	προφερλεστερος	p ɾ ɔ pʰ ɛ ɾ ˈɛ s t ɛ r ɔ s	1	533	inflection	superlative n.sg.masculine	0	bʰer	0	p ɾ ɔ pʰ ɛ ɾ ˈɛ s t ɛ r ɔ s	adjective		n.sg.	masculine				
895	Vedic	tragbar, sich verteilend	víbhr̩tra-	w ˈi bʱ r̩ t ɾ ɐ	0	705	prefixation	prefix: w ˈi	0	bʰer	1		adjective							
896	Vedic	tragbar, sich verteilend	víbhr̩traḥ	w ˈi bʱ r̩ t ɾ ɐ h	1	895	inflection	n.sg.masculine	0	bʰer	0	w ˈi bʱ r̩ t ɾ ɐ h	adjective		n.sg.	masculine				
897	Old High German	bitter	bittar-	b i tː a r	0	239	analogy	analogy: 241	0	bʰei̯d	1		adjective							
898	Old High German	bitter	bittres	b i tː r e s̺	1	897	inflection	g.sg.masculine	0	bʰei̯d	0	b i tː r e s̺	adjective		g.sg.	masculine				
899	Indo-European	?	bʰid-tó-	bʱ i d t ˈɔ	0	182	derivation	zero-grade, suffix: t ˈɔ	0	bʰei̯d	1		adjective							
900	Indo-European	?	bʰidtós	bʱ i d t ˈɔ s	0	899	inflection	n.sg.masculine	44	bʰei̯d	0	bʱ i d t ˈɔ s	adjective		n.sg.	masculine				
901	Greek	Frucht, Ertrag	φέρμαν-	pʰ ˈɛ ɾ m a n	0	432	inheritance	inheritance	0	bʰer	1		substantive			neuter		[	[	
902	Greek	Frucht, Ertrag	φέρμα	pʰ ˈɛ ɾ m a	1	436	inflection	n.sg.	0	bʰer	0	pʰ ˈɛ ɾ m a	substantive		n.sg.	neuter		[	[	
903	Vedic	Unterhalt, Pflege	bhŕ̩ti-	bʱ ˈr̩ t i	0	478	inheritance	inheritance	0	bʰer	1		substantive			feminine				
904	Vedic	Unterhalt, Pflege	bhr̩téḥ	bʱ r̩ t ɛː h	0	480	inflection	g.sg.	0	bʰer	0	bʱ r̩ t ɛː h	substantive		g.sg.	feminine				
906	Latin	blinder Zufall	forte	f ɔ ɾ t ɛ	1	486	inflection	ab.sg.	0	bʰer	0	f ɔ ɾ t ɛ	substantive		ab.sg.	feminine				
907	Latin	blinder Zufall	fortem	f ɔ ɾ t ɛ m	1	486	inflection	a.sg.	0	bʰer	0	f ɔ ɾ t ɛ m	substantive		a.sg.	feminine				
908	Indo-European	?	-bʰs-u-	bʱ s u	0	764	derivation	conversion to verb	0	bʰes-	1		verb							
909	Old High German	Buch, Schriftstück	buoh-	b u o x	0	51	derivation	inflection class change	0	bʰah₂g-(ó-)	1		substantive			neuter				
910	Old High German	Buch, Schriftstück	buoh	b u o x	1	909	inflection	n.sg.	0	bʰah₂g-(ó-)	0	b u o x	substantive		n.sg.	neuter				
911	Old High German	Buch, Schriftstück	buoh-	b u o x	0	51	derivation	inflection class change	0	bʰah₂g-(ó-)	1		substantive			masculine				
912	Old High German	Buch, Schriftstück	buoh	b u o x	1	911	inflection	n.sg.	0	bʰah₂g-(ó-)	0	b u o x	substantive		n.sg.	masculine				
913	Germanic	?	barda-	β a r ð a	0	74	derivation	inflection class change	0	bʰar(s)dʰ-o/ah₂-	1		substantive			neuter				
914	Germanic	?	bardan	β a r ð a n	0	913	inflection	n.sg.	0	bʰar(s)dʰ-o/ah₂-	0	β a r ð a n	substantive		n.sg.	neuter				
915	Indo-European	?	bʰoi̯d-ó-	bʱ ɔi̯ d ˈɔ	0	182	derivation	o-grade, suffix: ˈɔ	0	bʰei̯d	1		adjective							
916	Greek	in groben Zügen	παχυλῶς	p a kʰ ʏ l ˈɔː s	1	322	inflection	uninflectable word form	0	bʰenǵʰ	0	p a kʰ ʏ l ˈɔː s	adverb							
917	Indo-European	?	bʰōr-i̯o-	bʱ ɔː ɾ j ɔ	0	361	derivation	lengthened o-grade, suffix: j ɔ	0	bʰer	1		substantive			neuter				
918	Indo-European	?	bʰer-to-	bʱ ɛ ɾ t ɔ	0	361	suffixation	suffix: t ɔ	0	bʰer	1		substantive			neuter				
919	Indo-European	?	bʰes-men-	bʱ ɛ s m ɛ n	0	760	suffixation	suffix: m ɛ n	0	bʰes-	1		substantive			masculine				
920	Indo-European	?	bʰesmōn	bʱ ɛ s m ɔː n	0	919	inflection	n.sg.	128	bʰes-	0	bʱ ɛ s m ɔː n	substantive		n.sg.	masculine				
921	Indo-European	?	bʰoi̯dós	bʱ ɔi̯ d ˈɔ s	0	915	inflection	n.sg.	38	bʰei̯d	0	bʱ ɔi̯ d ˈɔ s	adjective		n.sg.	masculine				
922	Indo-European	?	bʰēr-i̯o-	bʱ ɛː ɾ j ɔ	0	361	derivation	lengthened grade, suffix: j ɔ	0	bʰer	1		substantive			neuter				
923	Indo-European	?	bʰér-tu-	bʱ ˈɛ ɾ t u	0	361	suffixation	suffix: t u	0	bʰer	1		substantive			neuter				
924	Old High German	Eimer, situla, urna, hydria	ein-bar-	ei̯ n b a r	0	609	compound	compound2 with 0 ei̯ n	0	bʰer	1		substantive			neuter				
925	Old High German	Eimer, situla, urna, hydria	ein-bar	ei̯ n b a r	1	924	inflection	n.sg.	0	bʰer	0	ei̯ n b a r	substantive		n.sg.	neuter				
926	Indo-European	?	bʰor-to-	bʱ ɔ ɾ t ɔ	0	361	derivation	o-grade, suffix: t ɔ	0	bʰer	1		substantive			masculine				
927	Indo-European	?	bʰortos	bʱ ɔ ɾ t ɔ s	0	926	inflection	n.sg.	110	bʰer	0	bʱ ɔ ɾ t ɔ s	substantive		n.sg.	masculine				
928	Old High German	Mutterschoß	birid-	b i r i d	0	551	derivation	inflection class change	0	bʰer	1		substantive			neuter	?	[	?[	
929	Old High German	Mutterschoß	birid	b i r i d	1	928	inflection	n.sg.	0	bʰer	0	b i r i d	substantive		n.sg.	neuter	?	[	?[	
930	Indo-European	?	bʰr̩-tó-	bʱ ɾ̩ t ˈɔ	0	361	derivation	zero-grade, suffix: t ˈɔ	0	bʰer	1		substantive							
931	Germanic	?	burgundjaz	β u r ɣ u n ð j a z	0	752	inflection	n.sg.masculine	122	bʰerǵʰ	0	β u r ɣ u n ð j a z	adjective		n.sg.	masculine				
932	Old High German	?	purgunt-	p u r g u n t	0	752	inheritance	inheritance	0	bʰerǵʰ	1		adjective							
933	Old High German	?	purgunt	p u r g u n t	0	932	inflection	n.sg.masculine	122	bʰerǵʰ	0	p u r g u n t - - -	adjective		n.sg.	masculine				
934	Vedic	spalten	bhettum	bʱ ɛː tː u m	0	955	inflection	n.sg.masculine	149	bʰei̯d	0	bʱ ɛː - tː u m	substantive		n.sg.	neuter				
937	Indo-European	reiben, fegen, (zer)kauen	bʰes-	bʱ ɛ s	0	760	derivation	root noun	0	bʰes-	1		substantive							
938	Vedic	gespalten	bhinná-	bʱ i nː ˈɐ	0	229	inheritance	inheritance	0	bʰei̯d	1									
939	Vedic	gespalten	bhinná-	bʱ i nː ˈɐ	0	938	derivation	grammaticalization to ppp of 213	0	bʰei̯d	1		ppp							
940	Latin	gespalten	fīsso-	f iː sː ɔ	0	899	inheritance	inheritance	0	bʰei̯d	1									
941	Latin	gespalten	fīsso-	f iː sː ɔ	0	940	derivation	grammaticalization to ppp of 246	0	bʰei̯d	1		ppp							
942	Latin	gespalten	fīssus	f iː sː ʊ s	0	940	inflection	n.sg.masculine	44	bʰei̯d	0	f iː - sː ʊ s			n.sg.	masculine				
943	Latin	vertrauen (Perfekt)	fisto-	f ɪ s t ɔ	0	295	inheritance	inheritance	0	bʰei̯dʰ	1									
944	Latin	vertrauen (Perfekt)	fisto-	f ɪ s t ɔ	0	943	derivation	grammaticalization to ppp of 299	0	bʰei̯dʰ	1		ppp							
945	Latin	vertrauen (Perfekt)	fistus	f ɪ s t ʊ s	0	943	inflection	n.sg.masculine	52	bʰei̯dʰ	0	f ɪ s t ʊ s			n.sg.	masculine				
946	Vedic	?	bhartu-	bʱ ɐ ɾ t u	0	923	inheritance	inheritance	0	bʰer	1									
947	Vedic	?	bhartu-	bʱ ɐ ɾ t u	0	946	derivation	grammaticalization to infinitive of 515	0	bʰer	1		infinitive							
948	Vedic	?	bhartum	bʱ ɐ ɾ t u m	0	946	inflection	n.sg.	148	bʰer	0	bʱ ɐ ɾ t u m			n.sg.	neuter				
949	Vedic	?	bháras-	bʱ ˈɐ ɾ ɐ s	0	521	inheritance	inheritance	0	bʰer	1									
950	Vedic	?	bháras-	bʱ ˈɐ ɾ ɐ s	0	949	derivation	grammaticalization to infinitive of 515	0	bʰer	1		infinitive							
951	Vedic	?	bhárase	bʱ ˈɐ ɾ ɐ s ɛː	0	949	inflection	d.sg.	88	bʰer	0	bʱ ˈɐ ɾ ɐ s ɛː			d.sg.	neuter				
952	Vedic	wachsen	boddhu-	b ɔː d dʱ u	0	861	inheritance	inheritance	0	bʰeu̯dʰ-	1									
953	Vedic	wachsen	boddhu-	b ɔː d dʱ u	0	952	derivation	grammaticalization to infinitive of 863	0	bʰeu̯dʰ-	1		infinitive							
954	Vedic	wachsen	boddhum	b ɔː d dʱ u m	0	952	inflection	n.sg.	150	bʰeu̯dʰ-	0	b ɔː d dʱ u m			n.sg.	neuter				
955	Vedic	spalten	bhettu	bʱ ɛː tː u	0	211	inheritance	inheritance	0	bʰei̯d	1									
956	Vedic	spalten	bhettu	bʱ ɛː tː u	1	955	derivation	grammaticalization to infinitive of 213	0	bʰei̯d	1		infinitive							
957	Greek	?	τόφρα	t ˈɔ pʰ ɾ a	0	412	inflection	a.pl.	71	bʰer	0	t ˈɔ pʰ ɾ a -			a.pl.					
958	Greek	solange	τόφρα-	t ˈɔ pʰ ɾ a	0	412	reanalysis	reanalysis of the a.pl.	0	bʰer	1		adverb							
